model_id,prompt_variant,canonical_id,skill_label,target_text,token_count,sequence_log_probability,sequence_probability,mean_token_log_probability,geometric_mean_token_probability,within_model_prompt_sequence_probability,within_model_prompt_length_normalized_probability,normalization_scope,record_id,interpretation_warning
qwen1_5_0_5b_chat_2024,task_completion,complaint_handling,Complaint handling, Complaint handling,2,-17.305441856384277,3.050296770130922e-08,-8.652720928192139,0.00017465098826319084,0.007053680705406561,0.011538055004668327,within_model_prompt_over_approved_taxonomy,2201139c347aab298d2a7acff8e3301df0f8bb89d47d7de51243e6568074f8d2,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,customer_service,Customer service, Customer service,2,-12.588191032409668,3.4120712976416045e-06,-6.294095516204834,0.0018471792814022153,0.7890268813618782,0.12203112255044901,within_model_prompt_over_approved_taxonomy,d0a22fe2b9a424b3bf5062c11dddd6fb3976f93b51195a19f37437f7ae72bf2f,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,data_privacy,Data privacy, Data privacy,2,-28.330876350402832,4.966571974277103e-13,-14.165438175201416,7.047390988356686e-07,1.1484985084080107e-07,4.655752920248473e-05,within_model_prompt_over_approved_taxonomy,989125cb77f924c56c05b7b31f156cbcb029eca2779b9bca9f9f10e9d78e2c83,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,guest_communication,Guest communication, Guest communication,2,-18.885576248168945,6.282007460890902e-09,-9.442788124084473,7.925911594820436e-05,0.0014526873336394848,0.005236134353008434,within_model_prompt_over_approved_taxonomy,d81aec3d38bbb3a8318681136978e2f0ee060a101d1434f3b46005caa4d6937e,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,local_knowledge,Local knowledge, Local knowledge,2,-18.75044345855713,7.190943437750294e-09,-9.375221729278564,8.479943064520123e-05,0.0016628748873622583,0.005602146915278,within_model_prompt_over_approved_taxonomy,89f61bb92993cab9a912b60e8d6d900342dd04615ac9040e16124c2940af472c,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,multitasking,Multitasking, Multitasking,3,-16.57135581970215,6.35552761151467e-08,-5.52378527323405,0.003990713375401686,0.014696885537499855,0.2636404803153046,within_model_prompt_over_approved_taxonomy,f6e582e9b811e79399fa233b54843ec6d20afd7e01faf5a73d00207df1817647,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,payment_processing,Payment processing, Payment processing,2,-16.09736919403076,1.0209427416232796e-07,-8.04868459701538,0.00031952194629215685,0.02360886386016765,0.021108737077181368,within_model_prompt_over_approved_taxonomy,b5e81c2a769ea16584338deb2174357b088cf3d017815b218e7f2bde5ef8f26c,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,problem_solving,Problem solving, Problem solving,2,-17.36496067047119,2.8740439317949218e-08,-8.682480335235596,0.0001695300543206107,0.0066461035616945975,0.011199748201527178,within_model_prompt_over_approved_taxonomy,3155a49c93349f88fd3ad4be44f14aaaab8f17a927b9b7fbddcb1ed7e4c33749,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,record_keeping,Record keeping, Record keeping,2,-18.116214752197266,1.3559007474658071e-08,-9.058107376098633,0.00011644315125698922,0.0031354624358191203,0.007692641750732167,within_model_prompt_over_approved_taxonomy,1e0db21b93845174d341739c15397aafe50d815cf9c0a527fd9ea0c88c855c5f,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,reservation_systems,Reservation systems, Reservation systems,2,-23.933469772338867,4.034838396941687e-11,-11.966734886169434,6.3520377808555945e-06,9.330391071659418e-06,0.00041963782762453287,within_model_prompt_over_approved_taxonomy,48207bc60fa9825095c5a0562baedcdfa569db65c7d095c5e45dab90ebf3e176,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,teamwork,Teamwork, Teamwork,2,-15.791251182556152,1.386585802503228e-07,-7.895625591278076,0.0003723688765865413,0.03206420312043245,0.02459999008770321,within_model_prompt_over_approved_taxonomy,426cf78f9ae7ab6e65c7444c87c6bfaa2c16e1d0b5cca133a985bae09a89fbc3,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen1_5_0_5b_chat_2024,task_completion,time_management,Time management, Time management,2,-16.6345796585083,5.966145568306975e-08,-8.31728982925415,0.00024425694602829567,0.013796456231046498,0.01613646797291412,within_model_prompt_over_approved_taxonomy,dd1b437afb5b0bab8b8e72799332359a2e49d54a3f4d069a8e25f9ed1f7f3d99,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,ai_literacy,AI literacy, AI literacy,2,-23.97600555419922,3.8668122853340854e-11,-11.98800277709961,6.218369790655816e-06,1.2629087839331114e-06,0.00016994692281810923,within_model_prompt_over_approved_taxonomy,a0fd2eaa7961dad52005c852fa7af6f708c04b43269489ead1a01e112e970cfb,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,attention_to_detail,Attention to detail, Attention to detail,3,-11.08176040649414,1.5390495621682092e-05,-3.693920135498047,0.024874300038279267,0.5026567279571759,0.6798101256557962,within_model_prompt_over_approved_taxonomy,5ac9bb46e123db7765b1fd589e2d992d4b072cdac235c9a70cb5971cf464950c,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,complaint_handling,Complaint handling, Complaint handling,2,-17.88182830810547,1.714038763698955e-08,-8.940914154052734,0.00013092130322063538,0.0005598085583019806,0.0035780555616228547,within_model_prompt_over_approved_taxonomy,519ebca69447f55395822798f2e4af32269fcc38dc3d68677ff7d979989e9d59,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,customer_service,Customer service, Customer service,2,-11.207889556884766,1.3566737176873932e-05,-5.603944778442383,0.0036833051973565716,0.44309240494992597,0.10066406552909113,within_model_prompt_over_approved_taxonomy,622f30481234a74623f5b9066562116a68ec290fa6ea1a0aaa78ceefd17f815d,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,data_privacy,Data privacy, Data privacy,2,-21.292814254760742,5.657808775846806e-10,-10.646407127380371,2.3786148859886517e-05,1.8478518928708315e-05,0.0006500711505619325,within_model_prompt_over_approved_taxonomy,ddd2f61036bf217ccc686b9dbd712de3bfe9e25f46119c7e375931113a3aaf18,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,guest_communication,Guest communication, Guest communication,2,-15.455757141113281,1.93932215978043e-07,-7.727878570556641,0.0004403773563411759,0.006333865752294291,0.012035433579620513,within_model_prompt_over_approved_taxonomy,360a8efb17f33676ca47ea8456c6cce89fe71f70756c4bf2784de364ffd65d77,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,local_knowledge,Local knowledge, Local knowledge,2,-19.230533599853516,4.449235292783446e-09,-9.615266799926758,6.67025883514534e-05,0.0001453129326797914,0.0018229696875484511,within_model_prompt_over_approved_taxonomy,3ef417d996f147a4180c83ee7ed086b53e51ddf2af2b152dab18136a0fa033e6,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,multitasking,Multitasking, Multitasking,3,-15.607139587402344,1.6668840804960412e-07,-5.202379862467448,0.005503451365969093,0.005444077425327719,0.1504083314458092,within_model_prompt_over_approved_taxonomy,5fbc3c240b83f509e9110e3cc008f145f5997e7622e7a9eb88d5e5d9de660b4e,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,payment_processing,Payment processing, Payment processing,2,-18.203214645385742,1.2429232919122996e-08,-9.101607322692871,0.00011148646966839965,0.0004059412837454257,0.003046905072205553,within_model_prompt_over_approved_taxonomy,b8aea7930eb5713d44bc9f8702c63a6e50f9652e5206f2885018425e42739031,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,problem_solving,Problem solving, Problem solving,2,-17.71835708618164,2.018437420324341e-08,-8.85917854309082,0.00014207172203941013,0.000659225780784614,0.0038827944932366427,within_model_prompt_over_approved_taxonomy,f811019870cefd86a737ad7ae4dff0f2c9152422ee3667beb80bd9c1f5615609,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,record_keeping,Record keeping, Record keeping,2,-25.230443954467773,1.1029540369571742e-11,-12.615221977233887,3.3210751827641214e-06,3.6022703942230654e-07,9.076438467948163e-05,within_model_prompt_over_approved_taxonomy,952303908dee304a57ee7cd43048aee1dbaa3a86d75fd06ce23086545c9aef5a,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,reservation_systems,Reservation systems, Reservation systems,2,-20.820581436157227,9.072696273667996e-10,-10.410290718078613,3.0120916775005364e-05,2.9631611188963035e-05,0.0008231992130903268,within_model_prompt_over_approved_taxonomy,5ab28216a63d33b55ae336f6cd3c1ecf1643dc4ce7d092c6434356f8b2ae7825,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,teamwork,Teamwork, Teamwork,2,-14.438493728637695,5.363420488124689e-07,-7.219246864318848,0.0007323537729898501,0.017517040773015614,0.020015096291134352,within_model_prompt_over_approved_taxonomy,895039e66a725026204c0bc5e7a1c1440f310c05ada072b382908ebd113ff243,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,direct_completion,time_management,Time management, Time management,2,-14.160284042358398,7.083807946007834e-07,-7.080142021179199,0.0008416536072522848,0.023135861320807638,0.023002241012785127,within_model_prompt_over_approved_taxonomy,b388523cfd7888e59f149e9d10b44c3e18638c227686646360320f6908632759,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,ai_literacy,AI literacy, AI literacy,2,-24.923707962036133,1.4988948365141703e-11,-12.461853981018066,3.8715563233849125e-06,1.7805619667818413e-06,0.0001907767580449627,within_model_prompt_over_approved_taxonomy,e292438e23f5eebb527d240ddddd6ea83e24a44b283db97a9d19347faea98c64,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,attention_to_detail,Attention to detail, Attention to detail,3,-13.276092529296875,1.7150084859258797e-06,-4.425364176432292,0.011969851369192938,0.20372869452598608,0.5898324208023282,within_model_prompt_over_approved_taxonomy,3ebf24e1c85dd27f9635946fae3464799b055fdcf4482a36976cfa4e10ae63d9,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,complaint_handling,Complaint handling, Complaint handling,2,-19.288375854492188,4.1991829995659515e-09,-9.644187927246094,6.480110338231866e-05,0.0004988278936214306,0.0031931717863287086,within_model_prompt_over_approved_taxonomy,63691081fe1d3c5e6563229517c55eecc07696f46b257642b76c2781769f6b06,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,customer_service,Customer service, Customer service,2,-11.967643737792969,6.346267343638528e-06,-5.983821868896484,0.002519179895052858,0.7538835939545623,0.12413637647664191,within_model_prompt_over_approved_taxonomy,2810c708615a7656177eb418dc71803b92cda2ecc608010297a9e1132399164c,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,data_privacy,Data privacy, Data privacy,2,-23.080764770507812,9.465667000900302e-11,-11.540382385253906,9.72916594621569e-06,1.1244422384709228e-05,0.0004794192781051128,within_model_prompt_over_approved_taxonomy,4d7de5795278e391a7a17eefb96ace66f313e86329ab9fcd24fcddc12943773c,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,guest_communication,Guest communication, Guest communication,2,-17.771516799926758,1.9139399989446253e-08,-8.885758399963379,0.00013834522033466228,0.0022736009797382868,0.006817168709917507,within_model_prompt_over_approved_taxonomy,f854968be8c1c92506717b67deb3df43f6feb5d0d6bae624a7d314a0c693434d,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,local_knowledge,Local knowledge, Local knowledge,2,-18.428377151489258,9.923331339711833e-09,-9.214188575744629,9.961591910790079e-05,0.0011788089422174843,0.004908724169214447,within_model_prompt_over_approved_taxonomy,b2018f7d8eccfd80fd24d19ec705e78a7f4a1d3ea299d198d9ff5d0fe5fff90e,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,multitasking,Multitasking, Multitasking,3,-16.0980167388916,1.0202818493995047e-07,-5.366005579630534,0.004672759045926851,0.012120096835235324,0.2302572266668708,within_model_prompt_over_approved_taxonomy,912b820bb4b0fe2928a7629e04cc7f8f7d32b5244c301f3a2722725a505a116a,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,payment_processing,Payment processing, Payment processing,2,-18.522680282592773,9.030299682903184e-09,-9.261340141296387,9.50278889742542e-05,0.001072724234704342,0.004682642087075339,within_model_prompt_over_approved_taxonomy,bec29299064266c41f47cf9ff5ef88e8ebe9c836f5f1da7196192bd181bdcfc8,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,problem_solving,Problem solving, Problem solving,2,-19.925657272338867,2.2202250499721715e-09,-9.962828636169434,4.711926410686155e-05,0.00026374420575565096,0.0023218725744669206,within_model_prompt_over_approved_taxonomy,2057087a9d8101440248281d6f96179adb733e6631e6eac27f6a4d08f7b64cd5,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,record_keeping,Record keeping, Record keeping,2,-26.248437881469727,3.985183004235272e-12,-13.124218940734863,1.9962923143255526e-06,4.73406480237724e-07,9.837030486595883e-05,within_model_prompt_over_approved_taxonomy,456934bb4c60df7ed59133bea07a2b7b10520cb5d93dd24252762f3e99d25e08,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,reservation_systems,Reservation systems, Reservation systems,2,-21.281505584716797,5.722154213386894e-10,-10.640752792358398,2.3921024671587324e-05,6.797441629802323e-05,0.0011787444517839395,within_model_prompt_over_approved_taxonomy,413d5ba4d17563b15211c4ceee15f9d6f9e96559d8a8b47022d4de9190a5da19,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,teamwork,Teamwork, Teamwork,2,-16.054601669311523,1.0655530729074193e-07,-8.027300834655762,0.0003264281043212149,0.012657881186773523,0.01608523556819059,within_model_prompt_over_approved_taxonomy,581d6fe827f643e109f7effd4704a51874f9cb100a39636c71e12a55ed7a4b0b,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
qwen3_5_0_8b_2026,hiring_completion,time_management,Time management, Time management,2,-16.08812713623047,1.0304220903228292e-07,-8.044063568115234,0.00032100188322233084,0.012240554434275864,0.015817850366165377,within_model_prompt_over_approved_taxonomy,1674a1c5d2e3cf81115ad52e447987af911275b311507a48d06353f4919a5eb8,Within-model taxonomy normalization; raw logits are not comparable across tokenizers.
