mapping_id,record_id,model_id,prompt_variant,seed,line_number,raw_phrase,normalized_phrase,proposed_canonical,confidence,review_flags,fixture
0dafd112968f7a79dd5f9c1febcc94abf8ccf9aa9ff5ab5d8d07e000a08f89d1,19c594c6081b06157f611145e040b64715d6f6dc4a4f27aa66c0ad68347f8ace,llama3_8b_instruct_2023,scenario,202,7,Guest data protection,guest data protection,Data privacy,0.88,,True
bff9d9086c5297901ee0c1d8b6cd120ecb2f86e536217d8fad54e6b20965dc01,19c594c6081b06157f611145e040b64715d6f6dc4a4f27aa66c0ad68347f8ace,llama3_8b_instruct_2023,scenario,202,8,AI literacy,ai literacy,AI literacy,0.91,,True
cd89427054f464caabec9b3a2d647ea9af50b9fbf00dd69f7af5d4caa6332f12,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,1,Communication,communication,Guest communication,0.94,,True
224b8488483ee86adb39b18ab47ad425b9a120fe36d79f992c870f2bfe70a2ac,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,2,Hospitality service,hospitality service,Customer service,0.92,,True
d5130f1a4850e5f549df21188b995ed9edbf2143ea5cad515d93b77498cc3ec6,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,3,Issue resolution,issue resolution,Problem solving,0.94,,True
ac8e89e8175d659b5411ffdcf9a0c3d8087f404bdf2567ed8da5533fde95ec0b,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,4,Attention to detail,attention to detail,Attention to detail,0.84,,True
1443790bcf6e89c9ee939c55966060488f22a9d433a45828a9c3ceb3ea4143e1,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,5,Multitasking,multitasking,Multitasking,0.97,,True
44b545622419cdfdbafd8d996add874d708a70a2a9ec481257219acadfac71e5,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,6,Teamwork,teamwork,Teamwork,0.91,,True
e57e1fa058b572bf0bf1e0cb971c4aa63872ee709960977c00916d737ca3f421,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,7,Cash handling,cash handling,Payment processing,0.78,,True
53211c0615f4ca54fc56c3ce1711ad75e3bcc6e92df02036d813c3b1cd60d1b6,2298a4e1b0325fa6368385cadd02f9f50c2da5da5c5bcdcf902a882b0333f866,gpt2_2017,direct,303,8,Record keeping,record keeping,Record keeping,0.55,unclustered|human_review_required,True
c92e81093b26c3ad3bb8fe9c3f4d017163c1a0398ca47db11d81480dc482b796,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,1,Verbal communication,verbal communication,Guest communication,0.94,,True
5dae1606e36ecf2fe31dbf18303b4635599a2bf8a272ac9ae934f1d5ace6f821,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,2,Customer service,customer service,Customer service,0.92,,True
36efa3cb8ba4137c5a35363dd9c4b09ab964cb3540b9c32a08e9b71c7f1be7f4,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,3,Complaint handling,complaint handling,Complaint handling,0.86,,True
58572bf13bde839ce9d957ff49b0eec5e686bc016815b535b306ca300d2b6e80,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,4,Attention to detail,attention to detail,Attention to detail,0.84,,True
b8a0ee0b083240479dc9d059bdc33f19df8e56d47b4b45c3095ccbfdbcd67316,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,5,Multitasking,multitasking,Multitasking,0.97,,True
4dd7c35cb0377d142522f547146c0c507f5286d82e3a616af0eb419148d118be,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,6,Collaboration,collaboration,Teamwork,0.91,,True
9a089a120e25d3f7a19877869714fb6ad5cd7c634c1d96956bb99151479f8599,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,7,Reservation systems,reservation systems,Reservation systems,0.85,,True
35be57171154ead234220442c30b2a13d5c12e0e0b131c3fbe9a0065d126b875,304355a3e654cc4c2225140062f99c47fe94740a0a29dc7f927b350276e6e97b,llama3_8b_instruct_2023,direct,303,8,Privacy awareness,privacy awareness,Data privacy,0.88,,True
200ba767cccb7cf9828d9e431078f7d533670d0200905f894051530e6369f548,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,1,Guest communication,guest communication,Guest communication,0.94,,True
a52739fc8ab5617fb2794e31a7353200255ccd8d1c8d75f1b5218467bc0dc732,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,2,Customer service,customer service,Customer service,0.92,,True
c96a733e89fd800d86f987aa6c3daeb0981abc23145a17424f4b260d88d00bc4,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,3,Problem-solving,problem solving,Problem solving,0.94,,True
17e3189a5bbfcce1508fe854efcbbaae70e8477a21364e8d135a80589250330a,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,4,Attention to detail,attention to detail,Attention to detail,0.84,,True
8901839af3ccbd770f3d2e69b209a015d27aee5d648faa60798771298664bcda,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,5,Multitasking,multitasking,Multitasking,0.97,,True
fd219c4b555d74151e1dc00e3003d67daabb3240f6fd26d9e4739c18b6c09a07,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,6,Team collaboration,team collaboration,Teamwork,0.91,,True
243960080e012364dd9454e405fa452bc905af0839a5496c886c6ba4e6e73ea1,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,7,PMS proficiency,pms proficiency,Reservation systems,0.85,,True
d0f47669ef937e5b47b536849a13d5de79e8af3d83f3251625beb756739080b5,3389df1c859b5753336e311a7a9c5a3571ec862935e0e869cdebbe73550bb1ca,llama3_8b_instruct_2023,direct,101,8,Data privacy,data privacy,Data privacy,0.88,,True
de9bb1c30217ea65bbb197fa5feb3cbdf45128a3e71539bd6fa92a345e063865,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,1,Communication skills,communication skills,Guest communication,0.94,,True
5cda6d1ff4ea6d8eb255e1f4fe700bc8eda7bc2a04bbc3aef12ca824650d46cf,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,2,Customer service,customer service,Customer service,0.92,,True
52ee257bf53f3891b6219b3a46c64963cb497ee27092df02ea3e30a07e2c67a5,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,3,Complaint handling,complaint handling,Complaint handling,0.86,,True
83082a00a83fcfe2d03d975189b520b8a7c85e17e00a658db55aec9cc9ae9cf9,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,4,Reservation systems,reservation systems,Reservation systems,0.85,,True
7998e13ba2edae4dc60e9cf2d6f2fab4f64b609195871294a805e8ee733655b3,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
0b09d12b08ce724c799d7f87bc3b945afcf0b58b8925e38aea1e385fb865a949,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,6,Time management,time management,Time management,0.82,,True
020dd6ea78a41a6b9bad201512baf18816cc6215ff3163d83e4e4bd688b6fcaa,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,7,Teamwork,teamwork,Teamwork,0.91,,True
aa7b44ec19b8299a3b3f3993513f40eb615fa0cc2ec5a0f037d0d9932c3dbd77,47a44272b3c5f2dc357ff0f1f51091d8f1d75b4d1426c033825a9996eca43bc8,gpt2_2017,scenario,101,8,Local area knowledge,local area knowledge,Local knowledge,0.91,,True
8a72bc479c428f2bd0c33d01a39b3e18323999b49195089eb54d95e7466ec9ee,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,1,Verbal communication,verbal communication,Guest communication,0.94,,True
3e190866eafaa4f04b1a339e94fa609bfe78a8713aa16a8109d38e9ff926df09,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,2,Customer service,customer service,Customer service,0.92,,True
b5e365c66101d07cf0441ab0498758878d120126c4629bc01ea9aae490ab87a2,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,3,Handling guest complaints,handling guest complaints,Complaint handling,0.86,,True
be7cc3cab48defaf48e2e537a0788dcf8b798d4fc140c60c7936d9680ddfe2c5,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,4,Reservation systems,reservation systems,Reservation systems,0.85,,True
88377aeed32c8636a2f0060991b3cb6103083da02768ef210075adacd8f52889,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,5,Multitasking,multitasking,Multitasking,0.97,,True
37b7b2060fe9748142019fb7ab15e0a0cdb8c55fd8170cd48934794460e995fe,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,6,Teamwork,teamwork,Teamwork,0.91,,True
36baa884643262559cce5df7dcf99090936419d83ffaa878af4461fdc247d31d,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,7,Record keeping,record keeping,Record keeping,0.55,unclustered|human_review_required,True
f9f8316617bbcb8f68a4d70fece0bd8329395b59e03ab573337caf775ab2e6eb,5765cd6c6341bd0cb163a02fa4e1ba5754bc1039596534365b5b80d5bd40bc0e,gpt2_2017,task_anchored,303,8,Local knowledge,local knowledge,Local knowledge,0.91,,True
b1ebd628f20295d1a1beefd6ae3dc58d121a3af1c398db90c3f33c03f408ec6d,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,1,Guest communication,guest communication,Guest communication,0.94,,True
701813c1d8db2e8082bd8372224e561be977e54707ed0960c4c11d74af610b25,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,2,Hospitality service,hospitality service,Customer service,0.92,,True
11170917d1fbe8614c80beffb1fbcddb726b62e66607bf2b3feb92e0dcde68a7,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,3,Problem solving,problem solving,Problem solving,0.94,,True
0ba1bf1a938f145350fd64d26f693d4a183268b9b89bf66cdf6480b019c6c812,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,4,PMS proficiency,pms proficiency,Reservation systems,0.85,,True
5cf486c0a29c78ca2150b8050a18a5970fe0208bb2151e25121dea05558ff3a4,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,5,Time management,time management,Time management,0.82,,True
c909af11c0a9f1453ec716e4d6739268c73a2dfa40264a490492560d2f6bd25f,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,6,Team collaboration,team collaboration,Teamwork,0.91,,True
df22745532c8f519134e472d87efb61b3ab4ba758a9b6409b6d455e8b2ef530a,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,7,Data privacy,data privacy,Data privacy,0.88,,True
b6fe35f6a1030a1a7fd7e7252cadcbe7b10d2279ce73dc8eb73ac9d7258eb3b7,59a74c319b23225f89307929f7249e2ece1b043cb7990b7db15487be9c0fb9d5,llama3_8b_instruct_2023,scenario,101,8,Using AI assistants,using ai assistants,AI literacy,0.91,,True
deba174beada48fabcf7a30a22b39fd276f2fc2cbcb4b918bd89f1effebbed1a,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,1,Communication,communication,Guest communication,0.94,,True
4cae32c0508bc408ab9b98483ae63e442d76fa2ca0d157f44b6a78a1033594f0,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,2,Guest service,guest service,Customer service,0.92,,True
2518dbd0606277b2d0c88fc0bad60ba2ca8919a8a14253baa4fbc4bf53eb7e03,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,3,Issue resolution,issue resolution,Problem solving,0.94,,True
fc7dcb257f35a14bd89e10ec701719e799b96d263bcea653bb7b2af12a7b0fc7,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,4,Accuracy,accuracy,Attention to detail,0.84,,True
abb466218de2ad2f4aaa01ca9a18860966a98349e363c1ff93abb1af63e5320a,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,5,Multi-tasking,multi tasking,Multitasking,0.97,,True
bc89dc50f94d28f069f92b95bf06c81334833d74bec2ed17c2011b1ba557ad08,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,6,Teamwork,teamwork,Teamwork,0.91,,True
c995cffc2e62232b50b9275591cf4ffe75ebf98bcd0618cf02d7944fd21caed3,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,7,Property management systems,property management systems,Reservation systems,0.85,,True
7db8bb1dd03d819bf49430a1db610f1f7cf9d32ae8ab789dad3b052eaca8799a,6df2feb3282b3c949cd75aeddf8437595d0e5f742834b4919f0b5d977b5a0ed0,llama3_8b_instruct_2023,direct,202,8,Guest data protection,guest data protection,Data privacy,0.88,,True
4a1cdc425e295a6b6ab32b76c889e1c8dfcf5ea72e6823de261692ca41d31c31,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,1,Guest communication,guest communication,Guest communication,0.94,,True
b9e2c9f860c63b49e236f0b5db772fb842df16d4ebb2a75dd152e0a56824b8eb,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,2,Complaint handling,complaint handling,Complaint handling,0.86,,True
fa2d2e8f189694c9f00325be88c5595d32f0f261b3c2cbdc79c237fa357dcf37,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,3,Reservation systems,reservation systems,Reservation systems,0.85,,True
33dbac67edae48fb359f982c1944ca433588fd452efde72bf28740bb5461d824,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,4,Payment processing,payment processing,Payment processing,0.78,,True
f5c6eae7082a471ceb5f1d6fc18345f87274b02aaff77296e6b6b62e96314a2b,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
56918cfcb30e46c1d00ce5e952570d44cbd5423cc22ef741de2d555b2c5e5253,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,6,Multitasking,multitasking,Multitasking,0.97,,True
835ec539ef7be1ef3e21317df9a77d486e62418deee6abb33ce950c28fbcbeaa,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,7,Privacy awareness,privacy awareness,Data privacy,0.88,,True
a0215a2b1fd060675fe0fdd6400b725ad2ad4c2b7bb35e5a0a678627b4ec7b05,6f2ea6f6ddbaf81dc1500bf3a83c96f278179e0202f2c74be2ee42ecbce0b3ca,llama3_8b_instruct_2023,task_anchored,303,8,Using AI assistants,using ai assistants,AI literacy,0.91,,True
95124a8ffe7baece1b0adfe92cf195cc8016415dec031b5074aba57a6c739dbe,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,1,Communication skills,communication skills,Guest communication,0.94,,True
2070070ca80a629bd1cf4248c28d25ad193f9c84d774ae83d58b5ba2ae12ee86,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,2,Customer service,customer service,Customer service,0.92,,True
49a6013d23989383248bf6a16e306e714f8619b3cb27fa85989b292029eef244,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,3,Problem solving,problem solving,Problem solving,0.94,,True
a19f371708cc0e46b50897bf74ed49237f164eac334d719b9a0a04d9587f0eb6,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,4,Attention to detail,attention to detail,Attention to detail,0.84,,True
42f637185230c01c1fbab873cce6cfc45222b111b755f6ee13566ab3e5579bb1,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,5,Multitasking,multitasking,Multitasking,0.97,,True
1720d34929e9d388845b8c3cd2faeb1540dec452e9da04bcb688ed90073810d4,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,6,Teamwork,teamwork,Teamwork,0.91,,True
b6d0bf1d38d4a95bac0594a20b37b330702c33f452d3ce89659d0e8ee53fb3bc,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,7,Cash handling,cash handling,Payment processing,0.78,,True
7f2901e1931683425682954a68753802bbc6ba790b43a9a9a6e2d83ad209e52f,712584feccbf86ed2b6a734625c5a01f8b880a55eef6eaa2947854f75284faf3,gpt2_2017,direct,101,8,Local area knowledge,local area knowledge,Local knowledge,0.91,,True
7307a9b8158d6462c1111c97ae5db54367d241253d2f33a34b859467d204f487,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,1,Verbal communication,verbal communication,Guest communication,0.94,,True
318c30dc1dd530878e7511c41ca2480b1e8cbc20040e8cf81bf49ac7c80c9c91,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,2,Customer service,customer service,Customer service,0.92,,True
ccc0597a7068fb525a9a8570e203e2a51afa5afa2ad3aab70380a422ab66500b,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,3,Conflict resolution,conflict resolution,Complaint handling,0.86,,True
ad6239ed6423275b98d9b3c5a789b7946123b8157c7f421dc6d0b5c713c78059,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,4,Booking systems,booking systems,Reservation systems,0.85,,True
6809956711eef9c37c806f9b73cbab9e46c65bb1171e6cb65823d87a69eeecbc,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,5,Attention to detail,attention to detail,Attention to detail,0.84,,True
c4ec7a5a4457ac6b839d65727ecbef260d1679ffb368ae7a937c80022f2bd332,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,6,Collaboration,collaboration,Teamwork,0.91,,True
02250a55b95283050b0bec31413a100b13b1f5aac4522939092984e101eecd3c,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,7,Privacy awareness,privacy awareness,Data privacy,0.88,,True
063292957095a5168dbf33624f7048c5bbac59f2f134c4362cc11b5d7f308166,a568cdd30ec5a10155db8718059657eb78c59fe21b1a214d6add15f920144ce6,llama3_8b_instruct_2023,scenario,303,8,Artificial intelligence literacy,artificial intelligence literacy,AI literacy,0.91,,True
3a0a459876ab0c8b5bf04ce6356e0253b0082d33a443c608d8aa5ab00ba2fc04,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,1,Communication,communication,Guest communication,0.94,,True
8f3afe5fc820fa99190f15cbaffa7ef600d23122c519f084cb8e8499d61893bd,be57dcd97e4ac13725cfe7793efd86e26ab84c8c1d2a63481ce1e05dce690457,gpt2_2017,task_anchored,101,2,Customer service,customer service,Customer service,0.92,,True
