fixture_data,backend,artifact_warning,model_id,canonical_id,n,mean_model_relative_probability,ci_low,ci_high,prompt_range,uncertainty_type,uncertainty_warning,effective_prompt_sample_size,measurement_record_ids_json,prompt_means_json,metric_warning,within_model_rank,bootstrap_rank_low,bootstrap_rank_high,probability_same_rank_as_point_estimate
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen1_5_0_5b_chat_2024,record_keeping,3,0.8969223212918074,0.8267117940706733,0.9399133498259924,0.11320155575531898,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""3b6619d7b5a61037b74a5aa9e2c88563bab86f5d4bc6d4bb659dd2934e5b9d9f"",""401c413b4535fc202c14f03bade44a44eac1cb227fe0d6a58ba56f9c294f7a9a"",""5da9765e69ec1d4f4fce41d768bb54440dda3cb96462343db3f4a9d7621a489e""]","{""hiring"":0.9399133498259924,""important"":0.9241418199787566,""required"":0.8267117940706734}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,9,3,12,0.151
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen1_5_0_5b_chat_2024,reservation_systems,3,0.9066481414945974,0.8438951025545426,0.9416541593883189,0.09775905683377639,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""5b5c41aa728ae88da13f51f900c8c921c6838493083c116e0e78e05c37110a41"",""79068c6241f74838d0a5138d08604ac85f9a1e50915ebd0f0eb525fec5afa077"",""d23146aa781d1a4285d6bbda3a539ddf3961a4576c2ae7f3501872cfdf482a0f""]","{""hiring"":0.9343951625409306,""important"":0.941654159388319,""required"":0.8438951025545426}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,7,2,11,0.151
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen1_5_0_5b_chat_2024,teamwork,3,0.8921880914124568,0.8221891305219503,0.9324533088603709,0.11026417833842062,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""2494f2e051f496d064165ccc15e75e81088564ab09cc0f4dd5296715bc35b359"",""427de9046ca910a6a773d413f111a1910226f0d9be124fdf212646d678fc556e"",""cf1e3856f0f44e0b86f6ed52ad6893c44708618400bcc19784e7dd9d746ac2e5""]","{""hiring"":0.9219218348550491,""important"":0.9324533088603709,""required"":0.8221891305219503}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,10,3,12,0.1525
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen1_5_0_5b_chat_2024,time_management,3,0.9271752460501785,0.8807970779778823,0.9525741268224334,0.07177704884455105,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""17144293a43c0b8c6820abe16335f09385c1ce1a59ff2846895c36c3d79d072e"",""8350a937ede47aaaab81046be6c7e1d01170730cca4211811129afa23cc6dd83"",""922e97eaab5d1fa5960115109902842b8e4dfbebb946da164d12e6e57cee1869""]","{""hiring"":0.94815453335022,""important"":0.9525741268224334,""required"":0.8807970779778823}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,3,2,9,0.194
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,ai_literacy,3,0.9002888277881193,0.7879311956428947,0.96036116089903,0.1724299652561353,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""2a84b0beb0643518ee93092b3a270ca2f3a07ed9d40d420a4e9db1108a435236"",""cfc2f60291d004df058d17194c14ed17fa0461bb213e3b16d956840815724a70"",""d12c780bcba7aa596dc1e7fd8c60f80a8072985642385590db9a6179638d7513""]","{""hiring"":0.96036116089903,""important"":0.9525741268224334,""required"":0.7879311956428947}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,14,6,14,0.558
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,attention_to_detail,3,0.9808524666481203,0.9796676466573412,0.9820137900379086,0.002346143380567267,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""1390ded606bcdd6dcf1e646d3191d5875edb988f1dd9d5e7a00cc726067276dd"",""1c20b6dcfeb7ce5aa8fd8042792533e40c5affc06015266f57e051bcec159fc5"",""5155046cc1a3c9b0c36c1f477711763a624e46e089bae684647edc5e6c17baef""]","{""hiring"":0.9808759632491112,""important"":0.9820137900379085,""required"":0.9796676466573412}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,1,1,2,0.849
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,complaint_handling,3,0.963511107300482,0.9465966702001757,0.9770226300899744,0.03042595988979868,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""72ab112c1abebea2c13852b618f062e1a44bf09f238e4037b85f47aa5202714b"",""cd71edf426b4330242b2facbf0e3eac456c10b538ae91cfe05235f87aed6df13"",""cf4ad20785bef89f7463143fe2912801386e82e4a45a1571bf5e39ea38bddbf4""]","{""hiring"":0.9770226300899744,""important"":0.9669140216112958,""required"":0.9465966702001757}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,5,2,10,0.2285
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,customer_service,3,0.9532829456824864,0.8991213772699437,0.9883127420043056,0.08919136473436207,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""14983cf13a130e01fdda78a136ddf050f1c20059734d9ee7d2de36d449eb7816"",""b7e9453a92ef1c28691f225b41712e5ce313022e97a5e9b43745332d3ac12a04"",""f3f2d40797567f005d0f5e45344d87da17ad8ee0ce85744250077a881e57f17a""]","{""hiring"":0.9724147177732099,""important"":0.9883127420043056,""required"":0.8991213772699436}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,8,1,13,0.1115
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,data_privacy,3,0.9512380953898916,0.9362850057480346,0.9648551535992067,0.028570147851172067,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""4f9c0762911c76e48770b40dc94ad8899c486352af9a5044cb04a0671a9bfe32"",""55d4931016c85059e13baa865ea3cc376a3a8fbf02332d53fca568fea2dac0a2"",""d7b298c756ac319a2c513fb75befb7391c6f9623a9336b1ee62b35572b56f7e8""]","{""hiring"":0.9648551535992067,""important"":0.9525741268224334,""required"":0.9362850057480346}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,9,5,12,0.1685
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,guest_communication,3,0.9458928611371645,0.9284088005554475,0.9626731126558706,0.03426431210042302,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""a9b09b12bd94124416ef3f1cd64fa528913e93c6eac794557abced8b6e1de30c"",""ceea43d819f45e614eed44330385fc2f36c4cfd38fea32d2f5f35d02dccdfc9d"",""e81b31036140413c2ce6a50f64a10f48b2c2b77002ffe1ae185f679d138dfb44""]","{""hiring"":0.9626731126558706,""important"":0.9465966702001757,""required"":0.9284088005554476}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,11,6,13,0.3245
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,local_knowledge,3,0.9127199536446318,0.8175744761936437,0.9626731126558706,0.14509863646222698,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""00f9d7ebd71699bd530519d5c98cd2ada71ef089e8b9eec7fadfa349705d4379"",""21d2ff038c8348e80d90378b93245e92e1178e92e600a96ef353bc56d137f335"",""c032567ebe2d6cfecda9d3a15d746764327ae1a0cd1a6445a75bfbd7d6734a6f""]","{""hiring"":0.9626731126558706,""important"":0.9579122720843811,""required"":0.8175744761936437}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,13,6,14,0.3595
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,multitasking,3,0.9209840955754068,0.9149009549929797,0.9284088005554475,0.013507845562467868,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""179ee815f673559827d70214824650e91978a84081c0413ccb166c1748e08f32"",""8d95540ca450797333fed592748ad86ef430f65a3ee0848c86f629e2b90eec5c"",""cd7c5ed10bb55f7f027a91bf0597377561f7434d9995603601788ff6fa46df58""]","{""hiring"":0.9284088005554476,""important"":0.9149009549929797,""required"":0.9196425311777929}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,12,11,14,0.4835
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,payment_processing,3,0.9483006156519552,0.9399133498259924,0.9553191297273497,0.015405779901357386,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""11639634efedfc45d8c08c9a690b2184a7bb173883c24cf684e339b82d04dc5d"",""183a4437ee0b134a5ae434ff6f9d6d0fe4e9e415e416a32ce59b1cdec4c91540"",""868da427dbb3fb33aab18ff7d7cd12474882bf21e04e614f80658434ac4625b7""]","{""hiring"":0.9553191297273498,""important"":0.9399133498259924,""required"":0.9496693674025232}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,10,8,12,0.3165
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,problem_solving,3,0.968540890474333,0.9579122720843811,0.9770226300899744,0.019110358005593242,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""22172d1c8d067bb53c979ee0b9c15356434aa15b9459cc9d2c4f39a8b6bd37a7"",""60220af00ecef59be7dd71d0142f1674f53588edcfcab81824e0ec5778ade74f"",""70df8f9617b44cae3e4253bad36e5cca2bb1912ed8b369917a3b03ee57a08268""]","{""hiring"":0.9770226300899744,""important"":0.9706877692486436,""required"":0.9579122720843811}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,4,2,7,0.2925
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,record_keeping,3,0.9706528854956917,0.9688561694652216,0.9724147177732099,0.0035585483079882962,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""0caec150f16ce91edd0c03b236378f65f1776413b17390b6652c5982b5407a31"",""ba08b87360b41f28f854a85cd5fd22d055f9db00e3a523a604d6eac64ea81ab9"",""ce354a94517f55feb43f632c1c35e5989fff612fa3c1becf2b6bbefef6d4bc31""]","{""hiring"":0.9688561694652216,""important"":0.9706877692486436,""required"":0.9724147177732099}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,3,2,5,0.392
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,reservation_systems,3,0.9539479698928265,0.9465966702001757,0.9626731126558706,0.01607644245569495,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""4c5b762a35c88673e89c0a1ccd4af97a9f0811a81a4d467b926be1d081b23b22"",""54839f7f8984cabc03b0c0955b83410f38d703e8793918e1479fcd93581f3607"",""ee3563059a3950d0d17534c09e7e2dd48ff8dec3eb7da0cb62dcb4676df2e8e7""]","{""hiring"":0.9626731126558706,""important"":0.9465966702001757,""required"":0.9525741268224334}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,7,6,11,0.185
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,teamwork,3,0.9611658035417049,0.9496693674025232,0.9669140216112958,0.017244654208772636,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""129dda29dc3afcda257195d64b5e29fe9005401bc96c24a6917396d76268e4ba"",""32cc66e1d56d0ea0d5ba376d5c358c96f7f0ab2bd6ffac3d7b7f13c8a51a2ccb"",""ad8d4d9d367211a0e3c4d93e6d7bc8b5e381385a8af96d58657629b27be66429""]","{""hiring"":0.9496693674025232,""important"":0.9669140216112958,""required"":0.9669140216112958}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,6,4,9,0.3595
False,transformers,Model-relative elicitation; not a direct labour-market measurement.,qwen3_5_0_8b_2026,time_management,3,0.9731711872157209,0.9669140216112958,0.9770226300899744,0.01010860847867856,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""31219e5a51f7a6fd124faf4ae00cfa672bedef6de86a733e73b364068467a2f0"",""4d42e35006441329e1148b5479193b1561a0cde6b7a97a1bb75f0045d51dedd3"",""7715f5f864d3ca15e64a0fe16b8801ae4b9d19cf4822634af86ce0dbd24265b6""]","{""hiring"":0.9755769099458929,""important"":0.9770226300899744,""required"":0.9669140216112958}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,2,2,5,0.445
