fixture_data,backend,artifact_warning,model_id,canonical_id,n,mean_model_relative_probability,ci_low,ci_high,prompt_range,uncertainty_type,uncertainty_warning,effective_prompt_sample_size,measurement_record_ids_json,prompt_means_json,metric_warning,within_model_rank,bootstrap_rank_low,bootstrap_rank_high,probability_same_rank_as_point_estimate
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,multitasking,3,0.50450208140308,0.18007169895112055,0.666912134026402,0.4868404350752816,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""17066214646176504705f82916df3c099558ef57f6dffb15c0b94a12a280aa72"",""78c8208da6cd98ddc367cebda1262c3307dbf9cc4c28db60db3f9e3e67bb90c3"",""ae19d87bee87dce037b7bb141155d53b907670111c5c6a6b8fbca0a3bacc9236""]","{""hiring"":0.18007169895112057,""important"":0.6669121340264021,""required"":0.666522411231717}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,5,2,18,0.104
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,payment_processing,3,0.3292044848818056,0.2860347687691012,0.37957849404932625,0.09354372528022503,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""97613d527a082f4520a7c657c30dfbda1cee46b04a1b6bce3d16fb5a20a85f52"",""9c50c89cb098eca04447f930f8afae67e75a82c47e94f46258d171269115784b"",""9e48c0b747e796fe9fc4269af89d9466ed9ffb2ab21207d4b41334391d92d18b""]","{""hiring"":0.3220001918269893,""important"":0.2860347687691012,""required"":0.37957849404932625}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,16,10,18,0.1725
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,pms_proficiency,3,0.5833582260304488,0.2368693002218192,0.8399613461078538,0.6030920458860347,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""16967d1412b5c78b2801d718c62d7838e007758e7482de10f2a6312cc8bdb8d9"",""8e03d1a120cd9c43137be8c62b81b0a05adecca72b816eb08a3421726825b59b"",""95728c313c242d4bf5f8385bcf9b0d96540562ebb32ee6144b96aab8c08b9e7b""]","{""hiring"":0.6732440317616735,""important"":0.8399613461078539,""required"":0.2368693002218192}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,3,1,17,0.1005
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,prioritization,3,0.4521120381099027,0.3045846120044047,0.6509105253435817,0.34632591333917706,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""10e9c16c8da05428307627f203513265bce9c2c175e97ea59a14497337cca6b3"",""56bca1244891d16d87f48e1d594eeb4160ea3a73e36bd3010004754d65b49345"",""9d8dfb142ee0c9ac990704c4f4e2374748273ab4a38997a575298da34467e3f2""]","{""hiring"":0.3045846120044047,""important"":0.6509105253435817,""required"":0.40084097698172183}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,8,3,16,0.1225
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,problem_solving,3,0.30064571991616384,0.12365948182612774,0.6335453592720517,0.509885877445924,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""13198791e63141f8cd3914f27857f5b5c3bfbb01a3d19654974f3754d7f3fb47"",""db7cbf0e2d867bc1a1c9ba9c127db71a9d8b3be841959fef0591a6a1e1f3db53"",""e43858e649ca901195b8e3144e7a4219878d4c296e85f0291730b2b037759a25""]","{""hiring"":0.6335453592720517,""important"":0.12365948182612774,""required"":0.14473231865031214}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,18,5,19,0.046
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,record_keeping,3,0.46933880739147965,0.35130740081327466,0.6866020928430374,0.33529469202976275,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""1e4a3177cf81cbbfeaf32cecd895da6fb9c7c4780cd4f48921d10ede1d13962a"",""68c7372d8dc536d65c34ebd17b361db1a2a888f7d072e305d11f166d2cdaf0b0"",""759fc5fabcff9e13e3c5f5bfaac7b65c30d7b615c1b831bfb286fe97b029b16b""]","{""hiring"":0.3701069285181269,""important"":0.6866020928430374,""required"":0.35130740081327466}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,7,2,14,0.1225
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,reservation_systems,3,0.5362960039456516,0.31669283131538944,0.8242386919877219,0.5075458606723324,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""54584e08129bcd0569fd84b9bd20a41660b6859c1bea2f9cac5ea2936a047498"",""945b7e73394a469800c8fa3acaf08ff19f7353c0d801f1931d20d9cf2ccac233"",""a160d22910c970dd088deadadd531900ea4df8d8aebb024b76afcd4e0a4cf03c""]","{""hiring"":0.8242386919877219,""important"":0.31669283131538944,""required"":0.4679564885338434}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,4,1,15,0.1045
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,teamwork,3,0.4516242386790947,0.18106648491691513,0.689099009741953,0.5080325248250379,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""565570c0edeeb62218189fb74c5ea0650be28db4c54b106bc9992224d6f68eb2"",""5972ac9686a5407d9863cef192eeb90e3ecf058eecc28361bf7bcaad37f673d1"",""5ed27a0f8a79eda1d130066e00bf83bfa2276b852c1719ce67e39de436dbd7e8""]","{""hiring"":0.4847072213784159,""important"":0.18106648491691513,""required"":0.689099009741953}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,9,2,18,0.0805
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,gpt2_2017,time_management,3,0.33896803542763654,0.12909817180938307,0.5557669090838593,0.4266687372744762,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""68534141273c5a4383dc69c1430c3f4071f9c79a29de999a3041f8f29d65e02c"",""731695cbb8fd6022ecb632ffa3292128720e7e005c20fa6ccaa30f585df7597e"",""e482a7b198baa4f7a2c652f8b77288afe058febe8e49cb2ee79427ed062291ae""]","{""hiring"":0.12909817180938307,""important"":0.5557669090838593,""required"":0.33203902538966734}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,14,6,19,0.0805
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,accuracy,3,0.7625175940616434,0.5594222058136872,0.8779777322711851,0.31855552645749796,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""1eb60760714c8ff837953ce195d65bdfa7c601429135a3866d5a7830ea41228a"",""7913159acc736638b9c4d30ce59bba85385f7fa767b1fdde629124455dce22a6"",""9e31778a6f9bf387dc30508549805466cc433fadb1ddc2052d6f21f50b300629""]","{""hiring"":0.5594222058136872,""important"":0.8779777322711851,""required"":0.8501528441000581}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,2,1,8,0.2315
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,ai_literacy,3,0.5408145249810618,0.2574650287011675,0.7346252112148223,0.4771601825136548,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""4505d50d12d1b7b60f0234bed213c2757847790681c52784a3932cf039676ae1"",""b5004a5d2ceb42aa2f875a9edc22093b8f9b19c0c191311791b2afd17705ac0f"",""f0d9e761f6d774621837fc103adc634d9addd4be608f6fbc58d14149db6c74d3""]","{""hiring"":0.2574650287011675,""important"":0.7346252112148223,""required"":0.6303533350271953}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,10,3,17,0.0945
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,attention_to_detail,3,0.38404488250933383,0.22931036398992521,0.6341543382161265,0.40484397422620133,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""308fa764b84ab0f0cf40d8e5f74e9983a8b43c86859fc01a2a61a7f94a405411"",""5788278df5de7b582c654b2cab32d5c996baa89e56230f5f2f236306df6bbcb3"",""7097fd03e848ac0d22390ade6e1731dc616245a2a87a9949c73d10c5f013f74e""]","{""hiring"":0.6341543382161265,""important"":0.22931036398992521,""required"":0.28866994532194973}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,15,6,19,0.12
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,cash_handling,3,0.5824765322957067,0.3274493461094313,0.8110309903886254,0.48358164427919403,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""046eba7f85b63f5d5be8db947a843d3dcc85ddf6aacf0650231455fdf57d4e07"",""6be9636a0158ff43ec41cae60dfedeef5a2834b7def0953e9eef50f0da99e0a4"",""8652dd2f3de1298229f311c007369d144c4573567205a0bc0251a5f63216c700""]","{""hiring"":0.6089492603890634,""important"":0.8110309903886254,""required"":0.3274493461094313}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,6,2,16,0.1025
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,complaint_handling,3,0.5691886490799467,0.36800783723543984,0.7418862301983836,0.3738783929629438,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""1da906debf197694be4cf2738669fc41af683e7933f3ce719bafcc6611665d40"",""a341b93b5b825b37eec55b18031255b679504737cb4a9249c8b8944bed395dca"",""aa51f4bc55b06fc8358da1bd12af9a06ed3f6a7e8126c346419c4903cab8b8c7""]","{""hiring"":0.5976718798060167,""important"":0.7418862301983836,""required"":0.36800783723543984}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,9,3,15,0.1105
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,conflict_resolution,3,0.4207272404661253,0.29159040743599224,0.6338115113889512,0.34222110395295896,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""6167e3c7e14e628e7a0ea6ea463b9815c79026057076ec6e58e7cdcfe31c0c2a"",""ce5bba60c4a49f7f3d4d900078a874ce8c8732e9b483c2265f8fc4e2e49a3a4c"",""e4fb14ef9d8775a3007d8aad3b455bc98e97a0fac56a96e3712512b1b773fff6""]","{""hiring"":0.3367798025734325,""important"":0.6338115113889512,""required"":0.29159040743599224}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,14,7,18,0.127
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,customer_service,3,0.6402626681237864,0.6101219168056103,0.6910258940949338,0.08090397728932341,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""592916cd6f77f7c8b3c3f4345492dece049d8ecf248d153d7396b2a643b2165d"",""ce9f1f0d537c99af16ecd1052f89da90b1646a055c1ababd76de7886021b66fc"",""e41e91c711ff9320f87656fe5bc8ef3c7ac7bf58f88faa4e800cecd84aaad79e""]","{""hiring"":0.6101219168056103,""important"":0.6196401934708151,""required"":0.6910258940949338}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,3,3,8,0.062
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,data_privacy,3,0.5730031730206243,0.2972501175689478,0.8483122094046832,0.5510620918357354,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""0682b9ee3acad160e837a4f9b7f00f27aed85a21e63377696173d954fef0fa05"",""75d50d8c6d11b0ea3f3a158a077f56b4c7355963e608efbb9873eada97536bb5"",""8142493cb329e7ef172b92ad882c5f0b86d3b3bc984a91695ebc8e556bd48f5f""]","{""hiring"":0.2972501175689478,""important"":0.8483122094046832,""required"":0.573447192088242}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,8,2,16,0.092
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,guest_communication,3,0.8424321310209383,0.8343578138477991,0.8582557567609683,0.023897942913169268,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""025df89c24d89200b383b6bac21662452e83e5711c6d60a27509129275926a62"",""89bf79f9ba7dab48a1d41b7f335bc68fb62e65893295d880cd014af58365f78a"",""9029983e0a56817f9d45be3a73d378f4768e4847fac459134ad87314d61db572""]","{""hiring"":0.8582557567609683,""important"":0.8343578138477991,""required"":0.8346828224540478}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,1,1,3,0.63
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,local_knowledge,3,0.633964348786346,0.2830460528835285,0.8751311606740572,0.5920851077905287,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""7f666e8c29747a67e64d40c7710df8bb1a32176fed8f1212455b6c2be9eae8c4"",""960a6894ae06408d42e29b73ddab8d4e431d809d7dec8f8b1373e459d2022fe5"",""98bc18aa0c2ac19666b9b0584e12e50fffe0919a925f876915cf115f943de750""]","{""hiring"":0.2830460528835285,""important"":0.8751311606740572,""required"":0.7437158328014523}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,4,1,16,0.097
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,multitasking,3,0.38145454847762483,0.17454994808299987,0.7668508410111553,0.5923008929281555,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""59e14a399ae3100bc21d3e16661195cda2e28b7acebdfc25d9b9c59e2fc1463e"",""bd02ac28fbd100b1c747b0507af8c3d43c7aa3e6eee5de0338e4a30ee42dbbac"",""d816dcb7e3d5fed6be9a9aa87e5b35c2275cec02c455d1ef150e63ace5f8422b""]","{""hiring"":0.17454994808299987,""important"":0.20296285633871944,""required"":0.7668508410111553}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,16,3,19,0.1065
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,payment_processing,3,0.3808543817309526,0.15401214672184327,0.8341188860468703,0.6801067393250272,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""6250c99470756094fe9857799140948524fc2734c04e179f7cf412c31196aca1"",""766fb9925eb2dc07fa081687058d33877fd531fefe3c0e2d3dad61016e0d53fb"",""b423fb3f56d9fca428c7acb06b085f2574dc3fa735890ca93d83ee6b1a54abf0""]","{""hiring"":0.8341188860468705,""important"":0.15401214672184327,""required"":0.15443211242414404}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,17,3,19,0.069
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,pms_proficiency,3,0.2083732952659186,0.13055080073095213,0.33872111537026023,0.2081703146393081,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""2d3e7b5f476bd37f75e8aab909e5e1673c99d78ad354ad3449abf12429c51efb"",""a656eb9b05ace9bdbd46767ba96a2b14c2c99d907ffe0555676c07ece218771d"",""cce56376e48a2187c538c82ee000e4336821ea4024637245f8f9356bb60f85f6""]","{""hiring"":0.1558479696965434,""important"":0.13055080073095213,""required"":0.33872111537026023}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,19,16,19,0.49
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,prioritization,3,0.5763075739693121,0.13738117360648303,0.8677753684360862,0.7303941948296031,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""2335292a6bfe7710d0d9c12b9dcc9485ca9d4f094be4f76e171ef5435f96729b"",""266456c53d3d7c3c2a18698c0ab84014d87c13240c6443781492a0d4fa927355"",""b0c0245fb84c76d1119b21f1ec9e73ace9882141d7d4f94f428071141ea26698""]","{""hiring"":0.13738117360648303,""important"":0.7237661798653672,""required"":0.8677753684360862}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,7,1,19,0.1025
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,problem_solving,3,0.591745770457037,0.38866048465519093,0.8074713708484184,0.4188108861932274,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""26e28f45914f2c48677adfd7859404902575f1b2277e4896af08ed941262082d"",""370dd16f65db0c9bb6600744c1281114c3aa2fe6f1e9bd8b5f5fd001cfa522e6"",""a15d052bfd490825dee779d3f04c24e3872c4fa979b24ee16c2cbb183c36c86e""]","{""hiring"":0.8074713708484184,""important"":0.38866048465519093,""required"":0.5791054558675017}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,5,2,14,0.1035
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,record_keeping,3,0.4540809861290727,0.25974195068451683,0.7158054621538948,0.4560635114693781,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""c4a91ff811d1c5e6057bd2c7bddba69079e439a26a6d20358d0ca1c7e889f2ad"",""c4ace2966d63a00238922d3648b6a63c8cc475933efffe1f6814895fd6fee13b"",""c67c8e5bf2ead397b81e8814c3750dfbd7a151eecb60ad1c7a6815aea7dda721""]","{""hiring"":0.25974195068451683,""important"":0.715805462153895,""required"":0.3866955455488063}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,12,4,18,0.1015
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,reservation_systems,3,0.44843547824948166,0.3317175801235101,0.5261216855032445,0.19440410537973435,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""00d0537f1a5535f332f4fa793c6aad09d223115dd8426f2e89557f531d191af0"",""3a689ad8f1f12ebec6d3e6f1d7ab1a028645780efd4ed840a7e633f807f17a79"",""aaa04e7860b53b832ce407189b6a1d4594fe3f359c90cdc7ef106f0b6a390487""]","{""hiring"":0.4874671691216904,""important"":0.5261216855032445,""required"":0.3317175801235101}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,13,8,16,0.181
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,teamwork,3,0.319797742770144,0.1209484729248161,0.5207768572183669,0.3998283842935508,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""63fcb79394485a81934173bd70b5582b9d7b42bb4cfe8cc6096433351260b1db"",""ddb614fb080aef61bc7abbe61afc42e3b3af07dfd736e3a7e20168fbc3a9b679"",""f935ff1cc5545052b13e3baba208f67380e8e09b979b2da0399924e5f722dbe8""]","{""hiring"":0.1209484729248161,""important"":0.31766789816724905,""required"":0.5207768572183669}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,18,10,19,0.202
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,time_management,3,0.46470088349182365,0.17963754616561553,0.7134947488879181,0.5338572027223025,descriptive_prompt_resampling_interval,Resamples the fixed prompt variants only; not a population confidence interval.,3,"[""7e56bfcfe1eff166ba847efc88fa8b9bee48425c23e2d938f8201234411ea93a"",""95f15360be0c9029cb4ab8e8971d76c04797dd0f3dfceb646b8cd1db5e8c4bf1"",""c6ee2dd30171675ea09e5b78857cb5398eb8b9bcc94fe6c2dcdffda56491bdef""]","{""hiring"":0.713494748887918,""important"":0.1796375461656155,""required"":0.5009703554219375}",Within-model constrained-choice value; not a tokenizer-invariant raw probability.,11,4,18,0.093
