fixture_data,backend,artifact_warning,model_id,canonical_id,within_model_rank,bootstrap_rank_low,bootstrap_rank_high,effective_prompt_sample_size,uncertainty_warning,mean_model_relative_probability
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,guest_communication,1,1,3,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.8424321310209383
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,local_knowledge,4,1,16,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.633964348786346
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,multitasking,16,3,19,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.38145454847762483
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,payment_processing,17,3,19,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.3808543817309526
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,pms_proficiency,19,16,19,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.2083732952659186
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,prioritization,7,1,19,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.5763075739693121
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,problem_solving,5,2,14,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.591745770457037
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,record_keeping,12,4,18,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.4540809861290727
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,reservation_systems,13,8,16,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.44843547824948166
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,teamwork,18,10,19,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.319797742770144
True,fixture,SYNTHETIC FIXTURE: software verification only; not empirical.,llama3_8b_instruct_2023,time_management,11,4,18,3,Resamples the fixed prompt variants only; not a population confidence interval.,0.46470088349182365
